"Text","Language",,
" ಅಭಿಪ್ರಾಯಗಳು ವಾಸ್ತವಿಕವಾಗಿ ಅಂತ್ಯವಿಲ್ಲ.","Kannada",,
"[78] ವಿಶ್ವ ಇತಿಹಾಸದ ವಿವಿಧ ಯುಗಗಳಲ್ಲಿ ಪ್ರಕೃತಿ ಮತ್ತು","Kannada",,
" ಕಾಡುಗಳು ಪ್ರಮುಖ ವಿಷಯಗಳಾಗಿವೆ.","Kannada",,
"ಭೂದೃಶ್ಯ ಕಲೆಯ ಆರಂಭಿಕ ಸಂಪ್ರದಾಯವು ಚೀನಾದಲ್ಲಿ","Kannada",,
" ಟ್ಯಾಂಗ್ ರಾಜವಂಶದ ಅವಧಿಯಲ್ಲಿ ಪ್ರಾರಂಭವಾಯಿತು (618–907).","Kannada",,
"ಪ್ರಕೃತಿಯನ್ನು ಪ್ರತಿನಿಧಿಸುವ ಸಂಪ್ರದಾಯವು ಚೀನೀ ಚಿತ್ರಕಲೆಯ ಗುರಿಗಳಲ್ಲಿ","Kannada",,
" ಒಂದಾಯಿತು ಮತ್ತು ಏಷ್ಯಾದ ಕಲೆಯಲ್ಲಿ ಗಮನಾರ್ಹ ಪ್ರಭಾವ ಬೀರಿತು.","Kannada",,
"ನೈಸರ್ಗಿಕ ಅದ್ಭುತಗಳನ್ನು ಕೀರ್ತನೆಗಳು ಮತ್ತು ಜಾಬ್ ಪುಸ್ತಕದಲ್ಲಿ ಆಚರಿಸಲಾಗಿದ್ದರೂ","Kannada",,
"ಡೇವಿಡ್ ರೊಥೆನ್‌ಬರ್ಗ್ ಬರೆದಂತೆ","Kannada",,
"ಮಾನವೀಯತೆಯು ಎಂದಿಗೂ ನೋಡಲು ಆಶಿಸುವ ಅತ್ಯುನ್ನತ ಸಾಧ್ಯತೆ"".","Kannada",,
"[80]:281 ವಿಜ್ಞಾನದ ಕೆಲವು ಕ್ಷೇತ್ರಗಳು ಪ್ರಕೃತಿಯನ್ನು ","Kannada",,
"ಚಲನೆಯಲ್ಲಿರುವ ವಸ್ತುವಾಗಿ ನೋಡುತ್ತವೆ","Kannada",,
"ವಿಜ್ಞಾನವು ಅರ್ಥಮಾಡಿಕೊಳ್ಳಲು ಬಯಸುವ","Kannada",,
" ಪ್ರಕೃತಿಯ ಕೆಲವು ನಿಯಮಗಳನ್ನು ಪಾಲಿಸುತ್ತವೆ.","Kannada",,
"ಈ ಕಾರಣಕ್ಕಾಗಿ ಅತ್ಯಂತ ಮೂಲಭೂತ ವಿಜ್ಞಾನವನ್ನು","Kannada",,
" ಸಾಮಾನ್ಯವಾಗಿ ""ಭೌತಶಾಸ್ತ್ರ"" ಎಂದು ಅರ್ಥೈಸಲಾಗುತ್ತದೆ - ಇದರ ಹೆಸರು","Kannada",,
"ಇದು ""ಪ್ರಕೃತಿಯ ಅಧ್ಯಯನ"" ಎಂದು ಇನ್ನೂ ಗುರುತಿಸಬಹುದಾಗಿದೆ.","Kannada",,
"ಮ್ಯಾಟರ್ ಅನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ಭೌತಿಕ ವಸ್ತುಗಳು ","Kannada",,
"ಸಂಯೋಜಿಸಲ್ಪಟ್ಟ ವಸ್ತು ಎಂದು ವ್ಯಾಖ್ಯಾನಿಸಲಾಗಿದೆ.","Kannada",,
"ಇದು ಗಮನಿಸಬಹುದಾದ ವಿಶ್ವವನ್ನು ರೂಪಿಸುತ್ತದೆ.","Kannada",,
"ಬ್ರಹ್ಮಾಂಡದ ಗೋಚರ ಘಟಕಗಳು ಒಟ್ಟು ದ್ರವ್ಯರಾಶಿಯ ಕೇವಲ 4.9 ","Kannada",,
"ಪ್ರತಿಶತವನ್ನು ಮಾತ್ರ ಸಂಯೋಜಿಸುತ್ತವೆ ಎಂದು ನಂಬಲಾಗಿದೆ.","Kannada",,
"ಉಳಿದವು 26.8 ಪ್ರತಿಶತ ಕೋಲ್ಡ್ ಡಾರ್ಕ್ ಮ್ಯಾಟರ್ ಮತ್ತು 68.3 ","Kannada",,
"ಪ್ರತಿಶತ ಕಪ್ಪು ಶಕ್ತಿಯನ್ನು ಒಳಗೊಂಡಿರುತ್ತದೆ ಎಂದು ನಂಬಲಾಗಿದೆ.","Kannada",,
"[81] ಈ ಘಟಕಗಳ ನಿಖರವಾದ ಜೋಡಣೆ ಇನ್ನೂ ","Kannada",,
"ತಿಳಿದಿಲ್ಲ ಮತ್ತು ಭೌತವಿಜ್ಞಾನಿಗಳ ತೀವ್ರ ತನಿಖೆಯಲ್ಲಿದೆ.","Kannada",,
"ಗಮನಿಸಬಹುದಾದ ಬ್ರಹ್ಮಾಂಡದಾದ್ಯಂತ ವಸ್ತು ಮತ್ತು","Kannada",,
"ರಚನೆಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ವಿವರಿಸುವ ವಿಶ್ವವಿಜ್ಞಾನದ ","Kannada",,
"ಮಾದರಿಗಳನ್ನು ತಯಾರಿಸಲು ಈ ಕಾನೂನುಗಳನ್ನು ಬಳಸಲಾಗಿದೆ","Kannada",,
"ಬ್ರಹ್ಮಾಂಡದ ವಿಕಾಸವನ್ನು ನಾವು ಗಮನಿಸಬಹುದು.","Kannada",,
"ಭೌತಶಾಸ್ತ್ರದ ನಿಯಮಗಳ ಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿಗಳು ಇಪ್ಪತ್ತು","Kannada",,
" ಭೌತಿಕ ಸ್ಥಿರಾಂಕಗಳನ್ನು[82] ಬಳಸಿಕೊಳ್ಳುತ್ತವೆ","Kannada",,
"ಅದು ಗಮನಿಸಬಹುದಾದ ಬ್ರಹ್ಮಾಂಡದಾದ್ಯಂತ ಸ್ಥಿರವಾಗಿರುತ್ತದೆ.","Kannada",,
"[83] ಈ ಸ್ಥಿರಾಂಕಗಳ ಮೌಲ್ಯಗಳನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ಅಳೆಯಲಾಗಿದೆ","Kannada",,
"ಆದರೆ ಅವುಗಳ ನಿರ್ದಿಷ್ಟ ಮೌಲ್ಯಗಳ ಕಾರಣವು ನಿಗೂಢವಾಗಿಯೇ ಉಳಿದಿದೆ.","Kannada",,
"ಬಾಹ್ಯಾಕಾಶವನ್ನು ಸರಳವಾಗಿ ಬಾಹ್ಯಾಕಾಶ ಎಂದೂ ಕರೆಯುತ್ತಾರೆ","Kannada",,
" ಇದು ಆಕಾಶಕಾಯಗಳ ವಾತಾವರಣದ ಹೊರಗಿನ ಬ್ರಹ್ಮಾಂಡದ","Kannada",,
" ತುಲನಾತ್ಮಕವಾಗಿ ಖಾಲಿ ಪ್ರದೇಶಗಳನ್ನು ಸೂಚಿಸುತ್ತದೆ.","Kannada",,
"ಬಾಹ್ಯಾಕಾಶವನ್ನು ವಾಯುಪ್ರದೇಶದಿಂದ","Kannada",,
" (ಮತ್ತು ಭೂಮಿಯ ಸ್ಥಳಗಳಿಂದ) ಪ್ರತ್ಯೇಕಿಸಲು ಬಳಸಲಾಗುತ್ತದೆ.","Kannada",,
"ಭೂಮಿಯ ವಾತಾವರಣ ಮತ್ತು ಬಾಹ್ಯಾಕಾಶದ ನಡುವೆ ಯಾವುದೇ ","Kannada",,
"ಪ್ರತ್ಯೇಕವಾದ ಗಡಿಯಿಲ್ಲ","Kannada",,
"ಹೆಚ್ಚುತ್ತಿರುವ ಎತ್ತರದೊಂದಿಗೆ ಕ್ರಮೇಣ ದುರ್ಬಲಗೊಳ್ಳುತ್ತದೆ.","Kannada",,
"ಸೌರವ್ಯೂಹದೊಳಗಿನ ಬಾಹ್ಯಾಕಾಶವನ್ನು ಇಂಟರ್‌ಪ್ಲಾನೆಟರಿ ಸ್ಪೇಸ್ ","Kannada",,
"ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ","Kannada",,
"ಡುವ ಅಂತರತಾರಾ ಬಾಹ್ಯಾಕಾಶಕ್ಕೆ ಹಾದುಹೋಗುತ್ತದೆ.","Kannada",,
"ಬಾಹ್ಯಾಕಾಶವು ಹಲವಾರು ಡಜನ್ ವಿಧಗಳಿಂದ ವಿರಳವಾಗಿ ತುಂಬಿದೆ","Kannada",,
"ಇಂಗ್ಲಿಷ್ ವಿಕಿಪೀಡಿಯವು ಸೆಪ್ಟೆಂಬರ್ 9","Kannada",,
"ಮಿಲಿಯನ್ ಲೇಖನಗಳ ಗಡಿಯನ್ನು ದಾಟಿತು","Kannada",,
" ಮಿಂಗ್ ರಾಜವಂಶದ ಅವಧಿಯಲ್ಲಿ ಮಾಡಿದ ಯೋಂಗಲ್ ","Kannada",,
"ಎನ್ಸೈಕ್ಲೋಪೀಡಿಯಾವನ್ನು ಮೀರಿಸುವ ಮೂಲಕ ಇದುವರೆಗೆ ","Kannada",,
"ಒಟ್ಟುಗೂಡಿದ ಅತಿದೊಡ್ಡ ವಿಶ್ವಕೋಶವಾಗಿದೆ","Kannada",,
"[28] ವಿಕಿಪೀಡಿಯದಲ್ಲಿ ವಾಣಿಜ್ಯ ಜಾಹೀರಾತಿನ ಭಯ ಮತ್ತು","Kannada",,
" ನಿಯಂತ್ರಣದ ಕೊರತೆಯನ್ನು ಉಲ್ಲೇಖಿಸಿ","Kannada",,
"ಬಳಕೆದಾರರು ಫೆಬ್ರವರಿ 2002 ರಲ್ಲಿ ಎನ್ಸೈಕ್ಲೋಪೀಡಿಯಾ ಲಿಬ್ರೆಯನ್ನು","Kannada",,
" ರಚಿಸಲು ವಿಕಿಪೀಡಿಯಾದಿಂದ ಹೊರಗುಳಿದರು.","Kannada",,
"[29] ವೇಲ್ಸ್ ನಂತರ ವಿಕಿಪೀಡಿಯಾ ಜಾಹೀರಾತುಗಳನ್ನು ಪ್ರದರ್ಶಿಸುವುದಿಲ್ಲ ","Kannada",,
"ಎಂದು ಘೋಷಿಸಿತು ಮತ್ತು ವಿಕಿಪೀಡಿಯದ ಡೊಮೇನ್ ","Kannada",,
"ಅನ್ನು wikipedia.com ನಿಂದ wikipedia.org ಗೆ ಬದಲಾಯಿಸಿತು.","Kannada",,
"[30][31] ಇಂಗ್ಲಿಷ್ ವಿಕಿಪೀಡಿಯಾವು ಆಗಸ್ಟ್ 2009 ರಲ್ಲಿ ಮೂರು ","Kannada",,
"ಮಿಲಿಯನ್ ಲೇಖನಗಳನ್ನು ತಲುಪಿದ್ದರೂ","Kannada",,
" ಹೊಸ ಲೇಖನಗಳು ಮತ್ತು ಕೊಡುಗೆದಾರರ ಸಂಖ್ಯೆಗೆ ಸಂಬಂಧಿಸಿದಂತೆ","Kannada",,
"2007 ರ ಆರಂಭದಲ್ಲಿ ಉತ್ತುಂಗಕ್ಕೇರಿತು.","Kannada",,
"[32] 2006 ರಲ್ಲಿ ವಿಶ್ವಕೋಶಕ್ಕೆ ಪ್ರತಿದಿನ ಸುಮಾರು 1","Kannada",,
"ಸೇರಿಸಲಾಯಿತು","Kannada",,
"[33] ಪಾಲೊ ಆಲ್ಟೊ ಸಂಶೋಧನಾ ಕೇಂದ್ರದ ಒಂದು ತಂಡವು ","Kannada",,
"ಬೆಳವಣಿಗೆಯ ಈ ನಿಧಾನಗತಿಗೆ ಯೋಜನೆಯ ಹೆಚ್ಚುತ್ತಿರುವ ಪ್ರತ್ಯೇಕತೆ ಮತ್ತು ","Kannada",,
"ಬದಲಾವಣೆಗೆ ಪ್ರತಿರೋಧದ ಕಾರಣವಾಗಿದೆ.","Kannada",,
"[34] ಇತರರು ಬೆಳವಣಿಗೆಯು ಸ್ವಾಭಾವಿಕವಾಗಿ ಚಪ್ಪಟೆಯಾಗುತ್ತಿದೆ ಎಂದು","Kannada",,
" ಸೂಚಿಸುತ್ತಾರೆ ಏಕೆಂದರೆ ""ಕಡಿಮೆ-ತೂಗು ಹಣ್ಣು"" - ","Kannada",,
"ಲೇಖನವನ್ನು ಸ್ಪಷ್ಟವಾಗಿ ಅರ್ಹವಾದ ವಿಷಯಗಳು ಎಂದು","Kannada",,
" ಕರೆಯಬಹುದಾದ ಲೇಖನಗಳು ಈಗಾಗಲೇ ರಚಿಸಲ್ಪಟ್ಟಿವೆ ಮತ್ತು ","Kannada",,
"ವ್ಯಾಪಕವಾಗಿ ನಿರ್ಮಿಸಲ್ಪಟ್ಟಿವೆ.","Kannada",,
"[35][36][37] ನವೆಂಬರ್ 2009 ರಲ್ಲಿ","Kannada",,
"ನ್ ಕಾರ್ಲೋಸ್ ವಿಶ್ವವಿದ್ಯಾಲಯದ ಸಂಶೋಧಕರು 2009 ","Kannada",,
"ರ ಮೊದಲ ಮೂರು ತಿಂಗಳಲ್ಲಿ ಇಂಗ್ಲಿಷ್ ವಿಕಿಪೀಡಿಯಾ 49","Kannada",,
" ಕಳೆದುಕೊಂಡಿದೆ ಎಂದು ಕಂಡುಹಿಡಿದರು","Kannada",,
"ಯೋಜನೆಯು 2008 ರಲ್ಲಿ ಅದೇ ಅವಧಿಯಲ್ಲಿ ಕೇವಲ 4","Kannada",,
"ಸಂಪಾದಕರನ್ನು ಕಳೆದುಕೊಂಡಿತು.","Kannada",,
"[38][39] ವಾಲ್ ಸ್ಟ್ರೀಟ್ ಜರ್ನಲ್ ಈ ಪ್ರವೃತ್ತಿಗೆ ಕಾರಣಗಳಲ್ಲಿ ಅಂತಹ ","Kannada",,
"ವಿಷಯಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಸಂಪಾದನೆ ಮತ್ತು ವಿವಾದಗಳಿಗೆ","Kannada",,
" ಅನ್ವಯಿಸಲಾದ ನಿಯಮಗಳ ಶ್ರೇಣಿಯನ್ನು ಉಲ್ಲೇಖಿಸಿದೆ.","Kannada",,
"[40] ವೇಲ್ಸ್ 2009 ರಲ್ಲಿ ಈ ಹಕ್ಕುಗಳನ್ನು ವಿವಾದಿಸಿತು","Kannada",,
"ಅವನತಿಯನ್ನು ನಿರಾಕರಿಸಿತು ಮತ್ತು ಅಧ್ಯಯನದ ವಿಧಾನವನ್ನು ಪ್ರಶ್ನಿಸಿತು.","Kannada",,
"[41] ಎರಡು ವರ್ಷಗಳ ನಂತರ","Kannada",,
"ಕುಸಿತದ ಉಪಸ್ಥಿತಿಯನ್ನು ಒಪ್ಪಿಕೊಂಡಿತು","Kannada",,
"ಕ್ಕಿಂತ ಸ್ವಲ್ಪ ಹೆಚ್ಚು ಬರಹಗಾರರಿಂದ"" ಜೂನ್ 2011 ರಲ್ಲಿ 35","Kannada",,
"ಅದೇ ಸಂದರ್ಶನದಲ್ಲಿ","Kannada",,
